species	Order	sp	sample_no	Depth	Study	region	Delta15N	Delta13C	ratio.C.N	Z.dens	C.dens	chla	chlb	chlc	chlca	Host.prot.cont	In.cont	Sk.dens	Tot.Lip.cont
Porites_lutea	Scleractinia	Pl	POPSL11	10	DePalmas_et_al	Unknow	5.476	-15.605	6.32840043	174815045	174594594.6	821.6945946	44.37117117	377.8297297	0.459817714	160392.7445	0	1.055806693	NA
Psammocora_profundacella	Scleractinia	Pp	PSPS5	10	DePalmas_et_al	GI_P.profundacella	3.252	-14.657	7.212201388	90987309.09	84363636.36	2335.632727	601.7418182	299.5018182	0.128231556	81058.50053	0	1.369549349	NA
Psammocora_profundacella	Scleractinia	Pp	PSPS7	10	DePalmas_et_al	GI_P.profundacella	3.333	-15.812	6.380181035	46235076.92	53461538.46	3735.259615	921.9711538	780.7596154	0.20902419	122149.6881	0	1.816460944	NA
Psammocora_profundacella	Scleractinia	Pp	PSPS10	10	DePalmas_et_al	GI_P.profundacella	3.571	-16.332	6.623533651	163516731.7	102926829.3	3125.402439	701.4585366	576.5780488	0.184481218	117036.1941	0	1.658338441	NA
Psammocora_profundacella	Scleractinia	Pp	PSPS11	10	DePalmas_et_al	GI_P.profundacella	3.793	-18.219	6.115692787	162830705.9	107843137.3	2470.227451	977.8941176	386.7686275	0.156572071	83552.08603	0	1.676269583	NA
Psammocora_profundacella	Scleractinia	Pp	PSPS12	10	DePalmas_et_al	GI_P.profundacella	3.232	-15.496	7.062887308	98046897.96	95510204.08	2540.159184	460.7469388	760.7306122	0.299481472	134290.2989	0	1.668707008	NA
Psammocora_profundacella	Scleractinia	Pp	PSPD1	40	DePalmas_et_al	GI_P.profundacella	2.977	-18.977	7.263083653	195920333.3	151666666.7	2480.983333	363.1520833	501.2875	0.202051942	179383.1486	0	1.316800901	NA
Psammocora_profundacella	Scleractinia	Pp	PSPD4	36	DePalmas_et_al	GI_P.profundacella	3.568	-19.517	6.046009567	93542923.08	72692307.69	1405.871154	416.8134615	296.5403846	0.210929987	130014.5528	0	1.619292264	NA
Psammocora_profundacella	Scleractinia	Pp	PSPD5	36	DePalmas_et_al	GI_P.profundacella	3.981	-18.31	6.474697736	108847263.2	111228070.2	1465.580702	124.0631579	352.1877193	0.24030592	181094.8583	0	1.783015827	NA
Psammocora_profundacella	Scleractinia	Pp	PSPD7	40	DePalmas_et_al	GI_P.profundacella	4.27	-17.6	6.220560127	158421416.7	85833333.33	2746.177083	973.15625	412.3854167	0.150167088	115729.8402	0	1.739377774	NA
Psammocora_profundacella	Scleractinia	Pp	PSPD8	40	DePalmas_et_al	GI_P.profundacella	4.012	-18.23	7.125862217	225573843.1	173333333.3	1171.964706	287.3509804	424.4156863	0.362140331	153448.8458	0	1.840976276	NA
Psammocora_profundacella	Scleractinia	Pp	PSPSS4	10	DePalmas_et_al	GI_P.profundacella	3.451	-14.313	8.589313413	96553921.57	108627451	2302.115686	853.2705882	474.2137255	0.205990398	220130.4161	0	1.975822708	NA
Psammocora_profundacella	Scleractinia	Pp	PSPSS5	10	DePalmas_et_al	GI_P.profundacella	4.413	-13.764	8.612949003	97587083.33	67083333.33	3211.333333	1706.395833	295.7916667	0.092108678	178397.0296	0	1.448473582	NA
Psammocora_profundacella	Scleractinia	Pp	PSPSS6	10	DePalmas_et_al	GI_P.profundacella	3.548	-14.107	8.164345837	122535306.1	117142857.1	2173.37551	685.5428571	369.0734694	0.169815785	147821.2522	0	1.830482717	NA
Psammocora_profundacella	Scleractinia	Pp	PSPDS1	40	DePalmas_et_al	GI_P.profundacella	4.596	-15.082	7.447793519	77308604.65	80930232.56	2756.94186	1098.448837	444.3651163	0.161180445	105292.944	0	1.679393582	NA
Psammocora_profundacella	Scleractinia	Pp	PSPDS2	40	DePalmas_et_al	GI_P.profundacella	4.217	-15.796	6.694872422	95096272.73	108181818.2	995.5681818	289.45	319.7318182	0.321155119	114771.6093	0	1.655620083	NA
Psammocora_profundacella	Scleractinia	Pp	PSPDS5	40	DePalmas_et_al	GI_P.profundacella	4.346	-17.015	9.382740477	113283760	84800000	1576.888	321.864	404.12	0.25627692	166092.5054	0	1.459703799	NA
Psammocora_profundacella	Scleractinia	Pp	PSPDS6	40	DePalmas_et_al	GI_P.profundacella	3.575	-17.248	10.30246114	137047391.3	94347826.09	1950.6	630.3391304	409.4173913	0.209893054	134799.908	0	1.767798781	NA
Psammocora_profundacella	Scleractinia	Pp	PSPDS7	40	DePalmas_et_al	GI_P.profundacella	4.171	-16.787	7.401760548	66617428.57	48571428.57	1459.591837	165.3734694	335.677551	0.229980425	129061.3104	0	1.537439818	NA
Psammocora_profundacella	Scleractinia	Pp	PSPDS8	40	DePalmas_et_al	GI_P.profundacella	3.793	-17.278	7.190069735	48393512.2	29756097.56	2100.163415	738.0682927	429.6902439	0.204598481	146316.952	0	1.999397387	NA
Psammocora_profundacella	Scleractinia	Pp	PSPSB2	10	DePalmas_et_al	NT_P.profundacella	5.598	-14.902	7.74850431	540498584.3	281348314.6	1858.920225	156.8966292	608.0325843	0.327089122	272125.3491	0	1.339587394	NA
Psammocora_profundacella	Scleractinia	Pp	PSPSB3	10	DePalmas_et_al	NT_P.profundacella	5.513	-18.667	6.752182218	170671333.3	126274509.8	2180.843137	663.7980392	429.0745098	0.196747076	154157.296	0	1.602987524	NA
Psammocora_profundacella	Scleractinia	Pp	PSPSB4	10	DePalmas_et_al	NT_P.profundacella	5.241	-16.182	7.0386067	231445953.5	136279069.8	1518.159302	150.0104651	451.5081395	0.297404982	207158.6994	0	1.378745921	NA
Psammocora_profundacella	Scleractinia	Pp	PSPSB5	10	DePalmas_et_al	NT_P.profundacella	6.194	-15.383	6.983666154	379732576.3	195254237.3	2058.015254	118.7338983	674.0830508	0.327540357	224058.6045	0	1.3503193	NA
Psammocora_profundacella	Scleractinia	Pp	PSPSB6	10	DePalmas_et_al	NT_P.profundacella	3.867	-17.663	6.157895098	127191559.3	111864406.8	2124.337288	385.7220339	510.5779661	0.24034694	170345.4795	0	1.260638897	NA
Psammocora_profundacella	Scleractinia	Pp	PSPSB7	10	DePalmas_et_al	NT_P.profundacella	6.565	-18.684	5.99254401	174592352.9	106666666.7	1691.896078	121.727451	488.8921569	0.288961103	161091.7617	0	1.465576064	NA
Psammocora_profundacella	Scleractinia	Pp	PSPSBA1	10	DePalmas_et_al	NT_P.profundacella	6.07	-17.989	6.69001696	271504857.1	175714285.7	2380.158929	164.3178571	799.7482143	0.336006224	178739.887	0	1.939769853	NA
Psammocora_profundacella	Scleractinia	Pp	PSPSBA2	10	DePalmas_et_al	NT_P.profundacella	6.181	-14.96	8.134753739	426298327.9	229836065.6	1888.796721	260.2639344	551.3639344	0.291912797	311970.2277	0	1.462008719	NA
Psammocora_profundacella	Scleractinia	Pp	PSPSBA4	10	DePalmas_et_al	NT_P.profundacella	5.69	-13.91	11.84857766	601303500	3.70E+08	2046.245	109.30875	655.6325	0.320407625	237020.7051	0	1.594162821	NA
Psammocora_profundacella	Scleractinia	Pp	PSPSBA5	10	DePalmas_et_al	NT_P.profundacella	5.801	-16.772	7.60458677	406737133.3	246666666.7	1916.58	298.1966667	654.4266667	0.34145544	232404.7012	0	1.674248463	NA
Psammocora_profundacella	Scleractinia	Pp	PSPSBA6	10	DePalmas_et_al	NT_P.profundacella	6.064	-16.981	7.844206228	411737400	258333333.3	2508.495	321.625	782.3683333	0.311887539	266733.0223	0	1.264971237	NA
Psammocora_profundacella	Scleractinia	Pp	PSPSBA7	10	DePalmas_et_al	NT_P.profundacella	6.118	-14.748	9.772522128	462364950.8	336721311.5	2914.836066	103.6245902	863.3508197	0.296191896	252384.6518	0	1.306177707	NA
Stylophora_pistillata	Scleractinia	Sp	STPSB1	10	DePalmas_et_al	NT_S.pistillata	4.774	-19.524	7.268635295	321941312.5	392812500	940.8078125	25.496875	333.5984375	0.354587231	266708.5817	0	1.34710962	NA
Stylophora_pistillata	Scleractinia	Sp	STPSB3	10	DePalmas_et_al	NT_S.pistillata	4.912	-19.199	6.361067175	395651588.2	408529411.8	1050.673529	31.03529412	345.1617647	0.328514762	297700.7734	0	1.743084803	NA
Stylophora_pistillata	Scleractinia	Sp	STPSB4	10	DePalmas_et_al	NT_S.pistillata	4.896	-18.775	7.077715036	357369951.2	470731707.3	988.3243902	19.07317073	317.5097561	0.32126067	246557.778	0	1.686804285	NA
Stylophora_pistillata	Scleractinia	Sp	STPSB8	10	DePalmas_et_al	NT_S.pistillata	4.962	-17.649	11.5217965	345380500	364375000	1132.029688	38.0671875	363.4671875	0.321075667	295606.0023	0	1.495762091	NA
Stylophora_pistillata	Scleractinia	Sp	STPSB10	10	DePalmas_et_al	NT_S.pistillata	4.333	-19.743	5.851742743	350061257.1	3.60E+08	1071.635714	58.9	385.1928571	0.359443841	226939.0308	0	1.550271948	NA
Stylophora_pistillata	Scleractinia	Sp	STPSB12	10	DePalmas_et_al	NT_S.pistillata	4.383	-18.917	5.58426921	385790714.3	452142857.1	1299.376786	74.33035714	426.8982143	0.328540743	289424.8618	0	1.455031814	NA
Stylophora_pistillata	Scleractinia	Sp	STPSS1	10	DePalmas_et_al	GI_S.pistillata	3.842	-18.419	10.86689951	170289428.6	215102040.8	1832.420408	559.4306122	492.1877551	0.2685998	116607.8018	0	1.584165322	NA
Stylophora_pistillata	Scleractinia	Sp	STPSS2	10	DePalmas_et_al	GI_S.pistillata	3.359	-17.839	6.19507909	247250000	294716981.1	2295.288679	419.890566	687.0886792	0.299347392	253995.135	0	1.776816791	NA
Stylophora_pistillata	Scleractinia	Sp	STPSS3	14.6	DePalmas_et_al	GI_S.pistillata	3.314	-18.265	5.806692706	167366545.5	228181818.2	2409.429545	981.6795455	565.2568182	0.234601929	173778.6685	0	1.696811056	NA
Stylophora_pistillata	Scleractinia	Sp	STPSS4	12	DePalmas_et_al	GI_S.pistillata	3.42	-18.324	6.253043148	263356270.3	301621621.6	2378.478378	775.7540541	590.2621622	0.248167975	210061.7284	0	1.866147788	NA
Stylophora_pistillata	Scleractinia	Sp	STPSS5	12	DePalmas_et_al	GI_S.pistillata	3.603	-17.286	6.441472577	224575714.3	296326530.6	942.7571429	200.2326531	294.5897959	0.312476864	184874.6289	0	1.899883926	NA
Stylophora_pistillata	Scleractinia	Sp	STPSS6	12	DePalmas_et_al	GI_S.pistillata	3.623	-17.92	5.262354328	261458636.4	298636363.6	979.4613636	128.6568182	322.6704545	0.329436634	197159.3864	0	1.729316426	NA
Stylophora_pistillata	Scleractinia	Sp	STPDS2	40	DePalmas_et_al	GI_S.pistillata	3.465	-18.253	6.277290813	207418292.7	312195122	1073.25122	216.504878	314.8219512	0.293334818	113713.3948	0	1.470372383	NA
Stylophora_pistillata	Scleractinia	Sp	STPDS3	40	DePalmas_et_al	GI_S.pistillata	3.635	-19.009	6.067329676	159664468.1	187234042.6	788.587234	126.4446809	235.6042553	0.298767524	102730.5667	0	2.151027518	NA
Stylophora_pistillata	Scleractinia	Sp	STPDS4	40	DePalmas_et_al	GI_S.pistillata	3.159	-18.407	4.988452199	300092755.6	272444444.4	1115.5	46.89555556	353.1711111	0.316603417	198800.5362	0	1.798048962	NA
Stylophora_pistillata	Scleractinia	Sp	STPDS5	40	DePalmas_et_al	GI_S.pistillata	3.437	-17.648	6.087155131	253282936.2	316170212.8	1659.993617	596.1382979	457.7468085	0.27575215	233662.1629	0	1.929274418	NA
Stylophora_pistillata	Scleractinia	Sp	STPDS6	40	DePalmas_et_al	GI_S.pistillata	3.27	-17.826	5.907907166	311459545.5	337272727.3	1029.434091	203.4636364	432.7477273	0.420374389	148104.3367	0	1.411839387	NA
Stylophora_pistillata	Scleractinia	Sp	STPDS7	40	DePalmas_et_al	GI_S.pistillata	3.403	-19.262	6.432489417	257535361.7	247659574.5	1503.510638	533.9702128	341.5191489	0.22714781	101912.9754	0	1.374119725	NA
Stylophora_pistillata	Scleractinia	Sp	STPS1	10	DePalmas_et_al	GI_S.pistillata	3.346	-18.286	6.035907479	395419142.9	406666666.7	2570.328571	914.247619	420.2619048	0.163505129	165107.135	0	1.557308695	NA
Stylophora_pistillata	Scleractinia	Sp	STPS2	10	DePalmas_et_al	GI_S.pistillata	3.523	-17.593	6.348894494	390922266.7	409333333.3	1267.333333	287.8066667	301.0266667	0.237527617	275968.5493	0	1.871372872	NA
Stylophora_pistillata	Scleractinia	Sp	STPS3	10	DePalmas_et_al	GI_S.pistillata	3.631	-18.746	6.234270125	188130800	230666666.7	3912.26	1632.71	689.5866667	0.176262995	100002.2579	0	1.654913797	NA
Stylophora_pistillata	Scleractinia	Sp	STPS4	10	DePalmas_et_al	GI_S.pistillata	3.236	-18.528	6.123794043	300194000	5.03E+08	4250.11	2045.73	611.35	0.143843336	177064.5591	0	1.697145442	NA
Stylophora_pistillata	Scleractinia	Sp	STPS5	10	DePalmas_et_al	GI_S.pistillata	3.533	-17.663	6.27457433	612437777.8	804444444.4	1995.877778	525.3888889	390.6333333	0.195720067	313362.722	0	1.694692277	NA
Stylophora_pistillata	Scleractinia	Sp	STPS6	10	DePalmas_et_al	GI_S.pistillata	3.232	-17.794	7.027600012	423230923.1	465384615.4	1480.492308	212.7192308	333.3153846	0.225138208	258281.2523	0	1.586058648	NA
Stylophora_pistillata	Scleractinia	Sp	STPD1	32	DePalmas_et_al	GI_S.pistillata	3.569	-19.068	6.073266144	332746000	381250000	1191.30625	128.63125	335.50625	0.281628884	149367.8111	0	1.939384478	NA
Stylophora_pistillata	Scleractinia	Sp	STPD2	40	DePalmas_et_al	GI_S.pistillata	3.453	-18.467	5.615688314	802659777.8	771111111.1	2872.233333	286.7222222	752.1444444	0.261867459	347939.2411	0	2.547301994	NA
Stylophora_pistillata	Scleractinia	Sp	STPD3	40	DePalmas_et_al	GI_S.pistillata	3.395	-18.468	5.328157278	467097555.6	5.60E+08	1999.555556	288.8888889	558.6666667	0.279395421	262023.2198	0	1.963815551	NA
Stylophora_pistillata	Scleractinia	Sp	STPD4	40	DePalmas_et_al	GI_S.pistillata	3.385	-19.218	5.307760215	468628105.3	502105263.2	1721.7	100.9684211	514.5526316	0.298863119	263882.7433	0	1.962456443	NA
Stylophora_pistillata	Scleractinia	Sp	STPD5	40	DePalmas_et_al	GI_S.pistillata	3.535	-18.483	5.964146794	544566571.4	588571428.6	1612.821429	47.39285714	459.3928571	0.284838017	289292.6364	0	1.917310398	NA
Stylophora_pistillata	Scleractinia	Sp	STPD6	40	DePalmas_et_al	GI_S.pistillata	3.538	-18.265	5.71575518	372192600	3.07E+08	1115.505	56.975	340.165	0.304942604	151914.9207	0	2.127477003	NA
Stylophora_pistillata	Scleractinia	Sp	STPD7	40	DePalmas_et_al	GI_S.pistillata	3.636	-18.345	5.822110852	332261466.7	530666666.7	1791.726667	74.74666667	451.3666667	0.251917145	305525.2917	0	1.797397789	NA
Stylophora_pistillata	Scleractinia	Sp	STPSBA1	10	DePalmas_et_al	NT_S.pistillata	6.136	-16.899	6.884188018	413423866.7	3.72E+08	966.6288889	5.473333333	348.5133333	0.360545125	113636.2446	0	1.675722414	NA
Stylophora_pistillata	Scleractinia	Sp	STPSBA2	10	DePalmas_et_al	NT_S.pistillata	6.016	-16.151	6.789498977	369653304.3	290434782.6	946.6043478	29.92391304	305.6608696	0.322902457	152100.4599	0	1.401446836	NA
Stylophora_pistillata	Scleractinia	Sp	STPSBA3	10	DePalmas_et_al	NT_S.pistillata	5.85	-15.883	6.833254242	396372370.4	321851851.9	1046.290741	58.14814815	306.4648148	0.29290598	196490.9265	0	1.408205014	NA
Stylophora_pistillata	Scleractinia	Sp	STPSLA6	10	DePalmas_et_al	NT_S.pistillata	5.136	-17.998	5.920909565	298002333.3	248750000	1285.854167	0	425.7958333	0.33113851	166892.5111	0	1.507285859	NA
Stylophora_pistillata	Scleractinia	Sp	STPSLA7	10	DePalmas_et_al	NT_S.pistillata	4.937	-18.198	6.952108847	491145285.7	492500000	1637.301786	12.25	515.4410714	0.31481128	221660.6566	0	1.702477947	NA
Stylophora_pistillata	Scleractinia	Sp	STPSLA8	10	DePalmas_et_al	NT_S.pistillata	5.261	-17.961	5.330327907	347347454.5	369454545.5	1489.343636	0	487.8163636	0.327537817	186853.9982	0	1.911887908	NA
Actiniaria_sp	Actiniaria	An	AN001	5	Guerbet_et_al	Unknow	3.284	-15.86110508	9.468435796	110378470.6	92470588.24	93.75294118	0	33.27058824	0.354875141	194814.7967	0.117647059	0	0.514705882
Actiniaria_sp	Actiniaria	An	AN002	5	Guerbet_et_al	Unknow	4.328	-15.9269565	7.473572865	76673176.47	83647058.82	120.9205882	0	36.80588235	0.30438061	207181.8257	0.044117647	0	0.955882353
Actiniaria_sp	Actiniaria	An	AN003	5.2	Guerbet_et_al	Unknow	4.035	-13.43963113	6.534174099	640580631.6	477473684.2	421.6236842	0	176.6657895	0.419012964	371215.8648	0.526315789	0	1.342105263
Actiniaria_sp	Actiniaria	An	AN004	5.6	Guerbet_et_al	Unknow	3.779	-14.40436571	6.687049117	48877758.62	48931034.48	72.35517241	0.86637931	31.35	0.433279321	177515.1087	0.043103448	0	0.370689655
Actiniaria_sp	Actiniaria	An	AN005	12	Guerbet_et_al	Unknow	4.849	-14.19260106	7.344392599	321746333.3	400555555.6	109.4680556	0	39.91805556	0.364654833	248061.2411	0.069444444	0	0.638888889
Actiniaria_sp	Actiniaria	An	AN006	12.2	Guerbet_et_al	Unknow	4.872	-15.24232654	10.62240545	334375548.4	339354838.7	199.0516129	0	63.14193548	0.317213885	425192.5186	0.032258065	0	1.935483871
Actiniaria_sp	Actiniaria	An	AN007	11.2	Guerbet_et_al	Unknow	4.516	-15.28633415	9.131038955	208253925.9	167407407.4	188.0462963	0	65.83888889	0.350120636	347018.3396	0.037037037	0	0.944444444
Actiniaria_sp	Actiniaria	An	AN008	7.3	Guerbet_et_al	Unknow	4.015	-14.5697089	6.570799036	262436588.2	219411764.7	211.1764706	0	74.17352941	0.351239554	205926.4779	0.044117647	0	0.441176471
Actiniaria_sp	Actiniaria	An	AN009	6.4	Guerbet_et_al	Unknow	3.388	-14.36685978	9.336505053	222468169.5	193220339	158.8881356	0	49.48135593	0.311422598	287212.0309	0.033898305	0	0
Actiniaria_sp	Actiniaria	An	AN010	10	Guerbet_et_al	Unknow	4.117	-14.76101546	5.884583551	303178225.4	402253521.1	115.5943662	0	34.18028169	0.295691588	194747.2244	0.084507042	0	0
Lithophyton_sp	Alcyonacea	Lt	LT001	11.8	Guerbet_et_al	Unknow	6.607	-21.39260369	7.533260543	98644133.33	59573333.33	212.344	0	61.32266667	0.28878926	65306.30951	1.493333333	0	0.64
Lithophyton_sp	Alcyonacea	Lt	LT003	13	Guerbet_et_al	Unknow	6.074	-21.47765981	7.396226536	21877698.92	13849462.37	149.3634409	0	39.13333333	0.262000749	42266.81209	0.989247312	0	0.548387097
Lithophyton_sp	Alcyonacea	Lt	LT004	14	Guerbet_et_al	Unknow	6.394	-22.21998492	7.069117193	54772849.32	42958904.11	121.7342466	0	33.14794521	0.272297617	38220.9714	0.97260274	0	0.520547945
Lithophyton_sp	Alcyonacea	Lt	LT005	14.1	Guerbet_et_al	Unknow	6.96	-22.48425854	7.160785444	29943671.64	22328358.21	86.58656716	0.191044776	21.50895522	0.248409839	49898.30959	0.880597015	0	0.626865672
Lithophyton_sp	Alcyonacea	Lt	LT006	10	Guerbet_et_al	Unknow	6.21	-21.35345931	6.702647362	26249446.15	17723076.92	114.0138462	0	30.15538462	0.264488794	42384.74502	0.969230769	0	1.230769231
Lithophyton_sp	Alcyonacea	Lt	LT007	10	Guerbet_et_al	Unknow	5.944	-21.02915142	7.054189563	45052539.68	48063492.06	117.6333333	0	31.11269841	0.264488794	48901.43466	1	0	1.063492063
Lithophyton_sp	Alcyonacea	Lt	LT008	10	Guerbet_et_al	Unknow	6.388	-21.2566253	7.597687719	26680235.29	22941176.47	130.9867647	12.16617647	53.875	0.411301097	53331.24178	0.955882353	0	0.632352941
Lithophyton_sp	Alcyonacea	Lt	LT009	10	Guerbet_et_al	Unknow	6.003	-21.59470111	6.948712253	63823350.65	42649350.65	144.5272727	3.153246753	38.2987013	0.264992901	51649.45614	1.064935065	0	0.558441558
Lithophyton_sp	Alcyonacea	Lt	LT010	10	Guerbet_et_al	Unknow	5.302	-21.39159318	6.823312406	59390960	46133333.33	124.3866667	0	32.616	0.2622146	46230.81222	0.746666667	0	0.693333333
Sarcophyton_sp	Alcyonacea	St	SA001	2.1	Guerbet_et_al	Unknow	5.55	-14.68847414	8.562402531	30607978.49	32258064.52	104.1817204	0	4.106451613	0.039416239	29359.65368	1.301075269	0	0.935483871
Sarcophyton_sp	Alcyonacea	St	SA002	4	Guerbet_et_al	Unknow	4.345	-16.42521441	7.749400359	58310000	57721518.99	34.75949367	0	10.88101266	0.313037145	24190.41672	1.101265823	0	0.987341772
Sarcophyton_sp	Alcyonacea	St	SA003	4.3	Guerbet_et_al	Unknow	4.343	-15.87077172	7.320105903	67553343.28	41791044.78	47.5880597	0	13.2238806	0.277882323	40521.11706	1.343283582	0	1.134328358
Sarcophyton_sp	Alcyonacea	St	SA004	4	Guerbet_et_al	Unknow	3.283	-16.88658806	8.701556059	88866528.3	77132075.47	77.41886792	0	25.20754717	0.325599532	39286.79577	1.566037736	0	1.320754717
Sarcophyton_sp	Alcyonacea	St	SA005	3.7	Guerbet_et_al	Unknow	3.913	-16.79450409	9.604074323	99722705.88	88627450.98	42.54313725	0	15.1745098	0.356685256	61674.67351	1	0	1.666666667
Sarcophyton_sp	Alcyonacea	St	SA006	3.5	Guerbet_et_al	Unknow	4.642	-16.4027362	9.861111704	28457354.84	24516129.03	31.72688172	0.335483871	12.52258065	0.394699383	42094.30037	0.47311828	0	0.838709677
Sarcophyton_sp	Alcyonacea	St	SA007	4.7	Guerbet_et_al	Unknow	3.783	-18.15203008	7.75834002	59101463.41	63902439.02	34.73536585	0	12.34268293	0.355334761	21450.17018	1.292682927	0	0.975609756
Sarcophyton_sp	Alcyonacea	St	SA008	5.3	Guerbet_et_al	Unknow	4.125	-17.02148155	11.36762335	96536071.43	72142857.14	74.4625	4.392857143	50.1375	0.673325499	65768.92395	1.607142857	0	1.428571429
Sarcophyton_sp	Alcyonacea	St	SA009	5.8	Guerbet_et_al	Unknow	4.305	-14.98846278	11.96360138	76853862.07	58390804.6	42.06896552	0	17.87126437	0.424808743	43216.07982	1.091954023	0	0.896551724
Sarcophyton_sp	Alcyonacea	St	SA010	6.8	Guerbet_et_al	Unknow	4.449	-16.11826526	9.280466846	93961230.77	78461538.46	50.84038462	0	13.59807692	0.267466051	57564.26471	1.365384615	0	1.538461538
Tubipora_musica	Malacalcyonacea	Tm	TM001	5.5	Guerbet_et_al	Unknow	3.263	-18.40361916	7.334505075	24849047.62	49523809.52	128.1238095	140.1809524	196.047619	1.530141976	475114.0685	0.380952381	0.774131136	3.571428571
Tubipora_musica	Malacalcyonacea	Tm	TM002	5.4	Guerbet_et_al	Unknow	3.255	-18.54426382	6.543740966	98688600	73600000	121.36	38.645	99.21	0.817485168	377919.9465	0.4	0.495256069	3.9
Tubipora_musica	Malacalcyonacea	Tm	TM003	4.7	Guerbet_et_al	Unknow	3.542	-18.93175945	5.914327874	33873555.56	31333333.33	133.0444444	63.35	129.0333333	0.969851345	320761.4053	0.055555556	0.499015892	4.666666667
Tubipora_musica	Malacalcyonacea	Tm	TM005	30.4	Guerbet_et_al	Unknow	3.023	-21.30104202	9.970117375	7925272.727	22909090.91	33.56060606	47.08787879	70.82121212	2.110248307	684979.2261	0.090909091	0.404566699	1.575757576
Tubipora_musica	Malacalcyonacea	Tm	TM007	31	Guerbet_et_al	Unknow	2.625	-20.61620575	6.539519418	60543760	39040000	12.924	8.18	11.532	0.892293408	97473.34186	0	0.292959268	2.52
Tubipora_musica	Malacalcyonacea	Tm	TM008	30.1	Guerbet_et_al	Unknow	3.148	-20.88868798	7.057721624	3171629.63	1.20E+07	11.93703704	6.588888889	19.75925926	1.655290102	220514.2766	0.074074074	0.39084164	2.62962963
Tubipora_musica	Malacalcyonacea	Tm	TM010	30.1	Guerbet_et_al	Unknow	2.728	-19.96698919	9.304010785	11718869.57	27478260.87	5.891304348	0	0	0	202304.9075	0.217391304	0.341025687	1.391304348
Tubipora_musica	Malacalcyonacea	Tm	TM011	30.1	Guerbet_et_al	Unknow	2.222	-20.41625561	9.877163167	3158545.455	7636363.636	0	0	0	0	56813.56834	0.090909091	0.330769417	1.545454545
Tubipora_musica	Malacalcyonacea	Tm	TM012	29.7	Guerbet_et_al	Unknow	3.182	-21.26248159	6.194072776	9449333.333	2.90E+07	19.75	0	0	0	160139.946	0.333333333	0.332130485	2.833333333
Tubipora_musica	Malacalcyonacea	Tm	TM013	29.7	Guerbet_et_al	Unknow	2.61	-20.89219692	8.376650517	4700400	12160000	13.572	0.832	4.764	0.351016799	323642.7564	0.16	0.464106687	1.52
Antipathella_fiordensis	Anthipatharia	Af	AF001	26	Guerbet_et_al	Unknow	8.164	-20.27348439	5.33865954	102571.4286	536428571.4	0	0	0	0	614143.9544	0	0.184615385	0.857142857
Antipathella_fiordensis	Anthipatharia	Af	AF002	26	Guerbet_et_al	Unknow	5.145	-20.24988641	5.333533146	64942.52874	424137931	0	0.624137931	0.191954023	0	478804.2646	0	0.33	0.264367816
Antipathella_fiordensis	Anthipatharia	Af	AF003	26	Guerbet_et_al	Unknow	8.096	-20.12795471	5.023972158	74105.26316	416842105.3	0	0	0	0	604726.1701	0	0.195	0.157894737
Antipathella_fiordensis	Anthipatharia	Af	AF004	18.7	Guerbet_et_al	Unknow	8.39	-20.08080941	5.063512264	83470.58824	458823529.4	0	0	0	0	648830.26	0	0.177777778	0.279411765
Antipathella_fiordensis	Anthipatharia	Af	AF005	19.6	Guerbet_et_al	Unknow	8.517	-20.53552202	5.214121589	72683.5443	601518987.3	0	0	0	0	556135.6682	0	0.121621622	2.164556962
Antipathella_fiordensis	Anthipatharia	Af	AF006	20.2	Guerbet_et_al	Unknow	8.248	-20.50423713	5.535296842	72126.58228	331139240.5	0	2.325316456	2.141772152	0	573483.2281	0	0.268292683	0.265822785
Antipathella_fiordensis	Anthipatharia	Af	AF007	19.7	Guerbet_et_al	Unknow	8.544	-20.42710004	5.335175037	75736.84211	317368421.1	0	0	0	0	445908.0327	0	0.231578947	0.355263158
Antipathella_fiordensis	Anthipatharia	Af	AF008	20	Guerbet_et_al	Unknow	8.449	-19.8990316	5.046900584	96915.25424	375254237.3	0	0	0	0	610983.2358	0	0.148717949	0.508474576
Antipathella_fiordensis	Anthipatharia	Af	AF009	19.9	Guerbet_et_al	Unknow	8.588	-20.54173956	5.161872078	51486.72566	398230088.5	0	0	0	0	406718.4861	0	0.201587302	0.123893805
Antipathella_fiordensis	Anthipatharia	Af	AF010	19	Guerbet_et_al	Unknow	8.451	-20.30587952	5.44462283	71432.09877	250370370.4	0	0	0	0	567397.3942	0	0.122857143	0.209876543
Distichopora_violacea	Anthoathecata	Dv	DV001	14.8	Guerbet_et_al	Unknow	4.939	-21.15251223	5.109378442	209857.1429	57285714.29	9.042857143	0	0	0	132261.5735	0	1.671469304	1.607142857
Distichopora_violacea	Anthoathecata	Dv	DV003	7.6	Guerbet_et_al	Unknow	5.553	-21.49144483	5.561484359	190133.3333	73066666.67	2.130666667	0	0	0	93976.09723	0	1.486435671	2.3
Distichopora_violacea	Anthoathecata	Dv	DV005	10	Guerbet_et_al	Unknow	5.155	-21.31002799	5.078143086	170823.5294	55647058.82	0	0	0	0	57180.93638	0	1.744107139	2.588235294
Distichopora_violacea	Anthoathecata	Dv	DV006	6	Guerbet_et_al	Unknow	5.438	-20.47400586	4.959555106	179454.5455	27878787.88	100.2575758	0	11.48181818	0.114523198	39098.86685	0	1.899627081	2.787878788
